Id,Prediction
379,negative
380,negative
381,positive
382,neutral
383,neutral
384,negative
385,positive
386,negative
387,positive
388,neutral
389,neutral
390,neutral
391,neutral
392,neutral
393,neutral
394,positive
395,neutral
396,positive
397,neutral
398,positive
399,neutral
400,positive
401,neutral
402,neutral
403,neutral
404,positive
405,negative
406,neutral
407,negative
408,negative
409,neutral
410,neutral
411,positive
412,negative
413,neutral
414,neutral
415,neutral
416,positive
417,negative
418,neutral
419,neutral
420,negative
421,neutral
422,neutral
423,negative
424,positive
425,neutral
426,negative
427,neutral
428,neutral
429,neutral
430,negative
431,neutral
432,positive
433,positive
434,negative
435,positive
436,negative
437,neutral
438,positive
439,neutral
440,neutral
441,negative
442,neutral
443,positive
444,positive
445,negative
446,negative
447,positive
448,neutral
449,positive
450,neutral
451,neutral
452,neutral
453,neutral
454,neutral
455,neutral
456,positive
457,positive
458,neutral
459,neutral
460,neutral
461,neutral
462,neutral
463,neutral
464,neutral
465,neutral
466,neutral
467,neutral
468,positive
469,neutral
470,positive
471,neutral
472,neutral
473,neutral
474,negative
475,neutral
476,positive
477,neutral
478,neutral
479,neutral
480,negative
481,positive
482,neutral
483,negative
484,positive
485,positive
486,neutral
487,neutral
488,neutral
489,neutral
490,negative
491,positive
492,neutral
493,neutral
494,neutral
495,neutral
496,negative
497,neutral
498,positive
499,negative
500,neutral
501,neutral
502,neutral
503,positive
504,positive
505,neutral
506,neutral
507,neutral
508,positive
509,neutral
510,neutral
511,negative
512,negative
513,neutral
514,neutral
515,neutral
516,neutral
517,neutral
518,neutral
519,positive
520,positive
521,negative
522,positive
523,neutral
524,negative
525,neutral
526,neutral
527,neutral
528,neutral
529,neutral
530,positive
531,negative
532,positive
533,neutral
534,negative
535,positive
536,positive
537,neutral
538,positive
539,neutral
540,neutral
541,neutral
542,positive
543,positive
544,neutral
545,negative
546,negative
547,negative
548,neutral
549,negative
550,negative
551,positive
552,neutral
553,neutral
554,neutral
555,positive
556,positive
557,neutral
558,neutral
559,negative
560,positive
561,negative
562,neutral
563,positive
564,neutral
565,neutral
566,neutral
567,neutral
568,neutral
569,neutral
570,neutral
571,neutral
572,neutral
573,neutral
574,neutral
575,negative
576,neutral
577,neutral
578,neutral
579,neutral
580,neutral
581,neutral
582,neutral
583,neutral
584,neutral
585,negative
586,neutral
587,negative
588,neutral
589,positive
590,negative
591,neutral
592,positive
593,neutral
594,neutral
595,positive
596,negative
597,neutral
598,neutral
599,neutral
600,neutral
601,neutral
602,neutral
603,neutral
604,positive
605,neutral
606,neutral
607,neutral
608,positive
609,positive
610,neutral
611,neutral
612,positive
613,negative
614,neutral
615,positive
616,positive
617,neutral
618,neutral
619,positive
620,neutral
621,neutral
622,neutral
623,negative
624,positive
625,negative
626,neutral
627,neutral
628,neutral
629,negative
630,negative
631,positive
632,neutral
633,neutral
634,negative
635,neutral
636,positive
637,neutral
638,neutral
639,neutral
640,positive
641,neutral
642,neutral
643,neutral
644,positive
645,neutral
646,negative
647,neutral
648,neutral
649,negative
650,neutral
651,neutral
652,negative
653,neutral
654,neutral
655,neutral
656,negative
657,neutral
658,positive
659,positive
660,positive
661,negative
662,negative
663,neutral
664,neutral
665,negative
666,neutral
667,neutral
668,negative
669,neutral
670,neutral
671,neutral
672,negative
673,positive
674,neutral
675,negative
676,neutral
677,neutral
678,negative
679,neutral
680,positive
681,neutral
682,negative
683,neutral
684,positive
685,neutral
686,neutral
687,neutral
688,neutral
689,neutral
690,neutral
691,negative
692,neutral
693,neutral
694,neutral
695,neutral
696,neutral
697,neutral
698,neutral
699,positive
700,neutral
701,neutral
702,neutral
703,neutral
704,positive
705,neutral
706,neutral
707,positive
708,neutral
709,negative
710,negative
711,neutral
712,neutral
713,neutral
714,negative
715,neutral
716,neutral
717,positive
718,neutral
719,positive
720,neutral
721,neutral
722,positive
723,neutral
724,neutral
725,negative
726,neutral
727,positive
728,neutral
729,negative
730,negative
731,negative
732,neutral
733,neutral
734,negative
735,neutral
736,neutral
737,neutral
738,neutral
739,positive
740,positive
741,positive
742,neutral
743,positive
744,positive
745,neutral
746,positive
747,positive
748,neutral
749,neutral
750,neutral
751,neutral
752,neutral
753,neutral
754,neutral
755,negative
756,positive
757,positive
758,neutral
759,positive
760,negative
761,neutral
762,neutral
763,negative
764,neutral
765,positive
766,positive
767,neutral
768,positive
769,positive
770,positive
771,negative
772,neutral
773,neutral
774,negative
775,negative
776,positive
777,neutral
778,neutral
779,positive
780,neutral
781,neutral
782,positive
783,neutral
784,neutral
785,positive
786,neutral
787,negative
788,neutral
789,neutral
790,neutral
791,neutral
792,positive
793,negative
794,positive
795,negative
796,positive
797,positive
798,positive
799,positive
800,positive
801,positive
802,negative
803,neutral
804,neutral
805,neutral
806,neutral
807,neutral
808,neutral
809,neutral
810,negative
811,positive
812,neutral
813,neutral
814,negative
815,positive
816,positive
817,neutral
818,neutral
819,neutral
820,neutral
821,positive
822,neutral
823,negative
824,neutral
825,neutral
826,neutral
827,negative
828,neutral
829,positive
830,negative
831,positive
832,neutral
833,positive
834,neutral
835,positive
836,neutral
837,neutral
838,neutral
839,neutral
840,neutral
841,neutral
842,positive
843,positive
844,negative
845,positive
846,neutral
847,negative
848,negative
849,neutral
850,neutral
851,negative
852,neutral
853,neutral
854,negative
855,negative
856,positive
857,negative
858,negative
859,positive
860,neutral
861,positive
862,neutral
863,neutral
864,neutral
865,negative
866,negative
867,neutral
868,neutral
869,positive
870,neutral
871,negative
872,positive
873,neutral
874,neutral
875,positive
876,neutral
877,neutral
878,neutral
879,neutral
880,neutral
881,neutral
882,negative
883,neutral
884,neutral
885,neutral
886,neutral
887,negative
888,neutral
889,neutral
890,neutral
891,negative
892,neutral
893,negative
894,negative
895,neutral
896,positive
897,neutral
898,negative
899,positive
900,neutral
901,neutral
902,negative
903,neutral
904,neutral
905,neutral
906,negative
907,neutral
908,negative
909,neutral
910,neutral
911,neutral
912,neutral
913,neutral
914,negative
915,positive
916,neutral
917,positive
918,negative
919,negative
920,neutral
921,negative
922,neutral
923,neutral
924,neutral
925,neutral
926,neutral
927,neutral
928,negative
929,neutral
930,negative
931,neutral
932,neutral
933,neutral
934,neutral
935,neutral
936,neutral
937,negative
938,neutral
939,neutral
940,neutral
941,neutral
942,positive
943,negative
944,neutral
945,negative
946,negative
947,neutral
948,neutral
949,positive
950,negative
951,neutral
952,positive
953,neutral
954,neutral
955,negative
956,positive
957,neutral
958,neutral
959,neutral
960,negative
961,neutral
962,negative
963,neutral
964,negative
965,neutral
966,negative
967,positive
968,positive
969,neutral
970,positive
971,neutral
972,neutral
973,neutral
974,negative
975,negative
976,neutral
977,neutral
978,positive
979,neutral
980,neutral
981,positive
982,neutral
983,neutral
984,neutral
985,positive
986,positive
987,neutral
988,neutral
989,neutral
990,neutral
991,neutral
992,positive
993,neutral
994,negative
995,neutral
996,neutral
997,neutral
998,negative
999,neutral
1000,negative
1001,positive
1002,negative
1003,positive
1004,neutral
1005,positive
1006,neutral
1007,neutral
1008,neutral
1009,negative
1010,neutral
1011,positive
1012,neutral
1013,neutral
1014,positive
1015,neutral
1016,positive
1017,neutral
1018,neutral
1019,negative
1020,neutral
1021,neutral
1022,positive
1023,neutral
1024,neutral
1025,neutral
1026,neutral
1027,neutral
1028,neutral
1029,neutral
1030,neutral
1031,positive
1032,neutral
1033,neutral
1034,negative
1035,neutral
1036,negative
1037,positive
1038,neutral
1039,neutral
1040,neutral
1041,neutral
1042,neutral
1043,neutral
1044,neutral
1045,negative
1046,negative
1047,negative
1048,neutral
1049,negative
1050,neutral
1051,neutral
1052,neutral
1053,positive
1054,neutral
1055,neutral
1056,neutral
1057,neutral
1058,negative
1059,positive
1060,neutral
1061,negative
1062,neutral
1063,neutral
1064,positive
1065,neutral
1066,neutral
1067,neutral
1068,negative
1069,neutral
1070,neutral
1071,neutral
1072,neutral
1073,neutral
1074,negative
1075,neutral
1076,neutral
1077,positive
1078,positive
1079,neutral
1080,positive
1081,neutral
1082,negative
1083,positive
1084,neutral
1085,neutral
1086,neutral
1087,neutral
1088,positive
1089,negative
1090,neutral
1091,neutral
1092,negative
1093,neutral
1094,positive
1095,neutral
1096,positive
1097,positive
1098,neutral
1099,neutral
1100,neutral
1101,negative
1102,negative
1103,positive
1104,neutral
1105,negative
1106,neutral
1107,neutral
1108,neutral
1109,positive
1110,neutral
1111,neutral
1112,negative
1113,neutral
1114,neutral
1115,neutral
1116,negative
1117,negative
1118,neutral
1119,negative
1120,neutral
1121,negative
1122,negative
1123,negative
1124,neutral
1125,positive
1126,negative
1127,neutral
1128,positive
1129,neutral
1130,neutral
1131,neutral
1132,positive
1133,negative
1134,neutral
1135,neutral
1136,neutral
1137,negative
1138,positive
1139,positive
1140,neutral
1141,positive
1142,neutral
1143,neutral
1144,neutral
1145,neutral
1146,negative
1147,neutral
1148,positive
1149,neutral
1150,neutral
1151,neutral
1152,neutral
1153,negative
1154,negative
1155,neutral
1156,negative
1157,neutral
1158,negative
1159,neutral
1160,negative
1161,neutral
1162,negative
1163,positive
1164,neutral
1165,neutral
1166,neutral
1167,negative
1168,neutral
1169,neutral
1170,neutral
1171,neutral
1172,neutral
1173,negative
1174,positive
1175,neutral
1176,positive
1177,positive
1178,negative
1179,neutral
1180,neutral
1181,negative
1182,positive
1183,negative
1184,positive
1185,neutral
1186,positive
1187,neutral
1188,neutral
1189,neutral
1190,neutral
1191,neutral
1192,neutral
1193,neutral
1194,negative
1195,negative
1196,neutral
1197,neutral
1198,negative
1199,positive
1200,negative
1201,neutral
1202,neutral
1203,neutral
1204,neutral
1205,neutral
1206,neutral
1207,positive
1208,positive
1209,neutral
1210,neutral
1211,neutral
1212,neutral
1213,neutral
1214,neutral
1215,negative
1216,neutral
1217,neutral
1218,neutral
1219,neutral
1220,neutral
1221,neutral
1222,positive
1223,neutral
1224,negative
1225,neutral
1226,neutral
1227,negative
1228,neutral
1229,negative
1230,neutral
1231,negative
1232,negative
1233,neutral
1234,positive
1235,positive
1236,neutral
1237,positive
1238,neutral
1239,neutral
1240,neutral
1241,positive
1242,negative
1243,neutral
1244,neutral
1245,positive
1246,neutral
1247,neutral
1248,positive
1249,neutral
1250,neutral
1251,positive
1252,neutral
1253,negative
1254,positive
1255,negative
1256,positive
1257,neutral
1258,neutral
1259,positive
1260,neutral
1261,neutral
1262,positive
1263,negative
1264,neutral
1265,neutral
1266,neutral
1267,neutral
1268,neutral
1269,neutral
1270,neutral
1271,neutral
1272,negative
1273,neutral
1274,negative
1275,neutral
1276,neutral
1277,positive
1278,positive
1279,neutral
1280,neutral
1281,neutral
1282,neutral
1283,positive
1284,neutral
1285,neutral
1286,negative
1287,neutral
1288,neutral
1289,neutral
1290,neutral
1291,negative
1292,negative
1293,neutral
1294,positive
1295,neutral
1296,neutral
1297,negative
1298,negative
1299,positive
1300,neutral
1301,negative
1302,neutral
1303,neutral
1304,positive
1305,neutral
1306,neutral
1307,neutral
1308,neutral
1309,neutral
1310,neutral
1311,positive
1312,negative
1313,negative
1314,positive
1315,negative
1316,negative
1317,neutral
1318,positive
1319,positive
1320,neutral
1321,negative
1322,neutral
1323,positive
1324,negative
1325,neutral
1326,negative
1327,neutral
1328,neutral
1329,neutral
1330,neutral
1331,negative
1332,neutral
1333,neutral
1334,neutral
1335,neutral
1336,neutral
1337,neutral
1338,negative
1339,neutral
1340,negative
1341,negative
1342,positive
1343,positive
1344,neutral
1345,neutral
1346,negative
1347,neutral
1348,neutral
1349,neutral
1350,neutral
1351,negative
1352,neutral
1353,neutral
1354,positive
1355,negative
1356,neutral
1357,neutral
1358,negative
1359,neutral
1360,neutral
1361,positive
1362,negative
1363,neutral
1364,neutral
1365,negative
1366,negative
1367,negative
1368,neutral
1369,neutral
1370,negative
1371,negative
1372,neutral
1373,negative
1374,neutral
1375,positive
1376,neutral
1377,neutral
1378,neutral
1379,neutral
1380,neutral
1381,neutral
1382,neutral
1383,neutral
1384,positive
1385,negative
1386,neutral
1387,positive
1388,neutral
1389,neutral
1390,negative
1391,neutral
1392,neutral
1393,neutral
1394,positive
1395,positive
1396,neutral
1397,neutral
1398,neutral
1399,neutral
1400,neutral
1401,neutral
1402,neutral
1403,negative
1404,negative
1405,negative
1406,neutral
1407,neutral
1408,negative
1409,neutral
1410,neutral
1411,negative
1412,positive
1413,neutral
1414,negative
1415,neutral
1416,positive
1417,positive
1418,negative
1419,positive
1420,neutral
1421,neutral
1422,neutral
1423,neutral
1424,negative
1425,neutral
1426,positive
1427,positive
1428,neutral
1429,neutral
1430,neutral
1431,positive
1432,positive
1433,neutral
1434,neutral
1435,neutral
1436,neutral
1437,neutral
1438,neutral
1439,neutral
1440,neutral
1441,positive
1442,neutral
1443,negative
1444,neutral
1445,neutral
1446,neutral
1447,positive
1448,neutral
1449,negative
1450,neutral
1451,negative
1452,negative
1453,neutral
1454,positive
1455,neutral
1456,neutral
1457,neutral
1458,neutral
1459,neutral
1460,neutral
1461,neutral
1462,neutral
1463,neutral
1464,negative
1465,negative
1466,neutral
1467,negative
1468,neutral
1469,neutral
1470,neutral
1471,neutral
1472,neutral
1473,neutral
1474,neutral
1475,positive
1476,neutral
1477,positive
1478,negative
1479,positive
1480,neutral
1481,neutral
1482,neutral
1483,neutral
1484,neutral
1485,neutral
1486,negative
1487,positive
1488,neutral
1489,positive
1490,negative
1491,neutral
1492,neutral
1493,neutral
1494,negative
1495,negative
1496,neutral
1497,neutral
1498,positive
1499,negative
1500,neutral
1501,positive
1502,neutral
1503,neutral
1504,neutral
1505,neutral
1506,negative
1507,positive
1508,neutral
1509,neutral
1510,positive
1511,negative
1512,neutral
1513,neutral
1514,negative
1515,negative
1516,neutral
1517,neutral
1518,neutral
1519,positive
1520,neutral
1521,positive
1522,neutral
1523,neutral
1524,neutral
1525,neutral
1526,neutral
1527,negative
1528,positive
1529,positive
1530,neutral
1531,negative
1532,neutral
1533,negative
1534,neutral
1535,neutral
1536,positive
1537,neutral
1538,positive
1539,neutral
1540,neutral
1541,neutral
1542,neutral
1543,neutral
1544,neutral
1545,neutral
1546,neutral
1547,negative
1548,positive
1549,neutral
1550,positive
1551,positive
1552,neutral
1553,neutral
1554,neutral
1555,negative
1556,neutral
1557,neutral
1558,neutral
1559,neutral
1560,positive
1561,negative
1562,positive
1563,positive
1564,positive
1565,negative
1566,positive
1567,neutral
1568,neutral
1569,neutral
1570,positive
1571,positive
1572,negative
1573,positive
1574,neutral
1575,positive
1576,neutral
1577,neutral
1578,negative
1579,positive
1580,positive
1581,negative
1582,positive
1583,positive
1584,neutral
1585,positive
1586,neutral
1587,neutral
1588,positive
1589,neutral
1590,neutral
1591,neutral
1592,neutral
1593,neutral
1594,negative
1595,neutral
1596,positive
1597,positive
1598,negative
1599,positive
1600,neutral
1601,neutral
1602,neutral
1603,neutral
1604,neutral
1605,neutral
1606,neutral
1607,positive
1608,neutral
1609,positive
1610,positive
1611,neutral
1612,neutral
1613,neutral
1614,neutral
1615,neutral
1616,neutral
1617,neutral
1618,neutral
1619,negative
1620,neutral
1621,neutral
1622,negative
1623,neutral
1624,negative
1625,neutral
1626,negative
1627,neutral
1628,neutral
1629,negative
1630,negative
1631,negative
1632,positive
1633,neutral
1634,neutral
1635,neutral
1636,neutral
1637,neutral
1638,positive
1639,positive
1640,neutral
1641,neutral
1642,neutral
1643,neutral
1644,neutral
1645,negative
1646,positive
1647,neutral
1648,neutral
1649,negative
1650,positive
1651,neutral
1652,neutral
1653,positive
1654,neutral
1655,positive
1656,neutral
1657,neutral
1658,neutral
1659,neutral
1660,positive
1661,positive
1662,neutral
1663,neutral
1664,negative
1665,negative
1666,neutral
1667,neutral
1668,neutral
1669,positive
1670,neutral
1671,positive
1672,neutral
1673,negative
1674,neutral
1675,neutral
1676,negative
1677,positive
1678,positive
1679,neutral
1680,neutral
1681,neutral
1682,neutral
1683,positive
1684,neutral
1685,positive
1686,neutral
1687,neutral
1688,neutral
1689,neutral
1690,neutral
1691,positive
1692,neutral
1693,neutral
1694,neutral
1695,positive
1696,positive
1697,positive
1698,neutral
1699,negative
1700,neutral
1701,neutral
1702,neutral
1703,negative
1704,neutral
1705,neutral
1706,neutral
1707,neutral
1708,negative
1709,neutral
1710,neutral
1711,negative
1712,neutral
1713,positive
1714,negative
1715,neutral
1716,positive
1717,neutral
1718,negative
1719,neutral
1720,neutral
1721,neutral
1722,neutral
1723,positive
1724,positive
1725,positive
1726,neutral
1727,negative
1728,negative
1729,positive
1730,negative
1731,neutral
1732,neutral
1733,neutral
1734,neutral
1735,neutral
1736,positive
1737,neutral
1738,positive
1739,neutral
1740,neutral
1741,positive
1742,neutral
1743,negative
1744,neutral
1745,neutral
1746,neutral
1747,neutral
1748,neutral
1749,negative
1750,neutral
1751,neutral
1752,neutral
1753,neutral
1754,neutral
1755,neutral
1756,neutral
1757,positive
1758,neutral
1759,neutral
1760,negative
1761,neutral
1762,negative
1763,neutral
1764,neutral
1765,positive
1766,neutral
1767,positive
1768,neutral
1769,negative
1770,positive
1771,neutral
1772,neutral
1773,neutral
1774,neutral
1775,neutral
1776,neutral
1777,neutral
1778,negative
1779,neutral
1780,neutral
1781,neutral
1782,neutral
1783,neutral
1784,positive
1785,positive
1786,positive
1787,positive
1788,neutral
1789,negative
1790,negative
1791,positive
1792,positive
1793,neutral
1794,negative
1795,positive
1796,negative
1797,negative
1798,neutral
1799,negative
1800,positive
1801,neutral
1802,negative
1803,neutral
1804,neutral
1805,neutral
1806,neutral
1807,neutral
1808,neutral
1809,positive
1810,neutral
1811,neutral
1812,neutral
1813,neutral
1814,neutral
1815,positive
1816,neutral
1817,negative
1818,positive
1819,positive
1820,negative
1821,neutral
1822,neutral
1823,negative
1824,neutral
1825,positive
1826,neutral
1827,neutral
1828,negative
1829,negative
1830,negative
1831,neutral
1832,negative
1833,neutral
1834,neutral
1835,positive
1836,neutral
1837,positive
1838,neutral
1839,neutral
1840,neutral
1841,positive
1842,positive
1843,neutral
1844,neutral
1845,neutral
1846,negative
1847,neutral
1848,neutral
1849,negative
1850,negative
1851,neutral
1852,neutral
1853,negative
1854,neutral
1855,positive
1856,neutral
1857,positive
1858,neutral
1859,negative
1860,neutral
1861,neutral
1862,neutral
1863,neutral
1864,negative
1865,negative
1866,negative
1867,neutral
1868,neutral
1869,neutral
1870,neutral
1871,neutral
1872,neutral
1873,neutral
1874,negative
1875,neutral
1876,positive
1877,neutral
1878,negative
1879,neutral
1880,positive
1881,neutral
1882,neutral
1883,neutral
1884,neutral
1885,negative
1886,neutral
1887,negative
1888,positive
1889,neutral
1890,positive
1891,neutral
1892,neutral
1893,neutral
1894,negative
1895,positive
1896,neutral
1897,neutral
1898,neutral
1899,positive
1900,neutral
1901,neutral
1902,positive
1903,neutral
1904,neutral
1905,neutral
1906,neutral
1907,positive
1908,neutral
1909,neutral
1910,neutral
1911,negative
1912,negative
1913,negative
1914,neutral
1915,neutral
1916,neutral
1917,neutral
1918,neutral
1919,neutral
1920,neutral
1921,neutral
1922,negative
1923,positive
1924,negative
1925,neutral
1926,neutral
1927,positive
1928,negative
1929,neutral
1930,neutral
1931,negative
1932,neutral
1933,negative
1934,neutral
1935,neutral
1936,neutral
1937,neutral
1938,neutral
1939,neutral
1940,neutral
1941,neutral
1942,neutral
1943,neutral
1944,neutral
1945,positive
1946,neutral
1947,neutral
1948,neutral
1949,neutral
1950,neutral
1951,neutral
1952,positive
1953,neutral
1954,neutral
1955,positive
1956,negative
1957,positive
1958,positive
1959,neutral
1960,positive
1961,neutral
1962,negative
1963,neutral
1964,neutral
1965,neutral
1966,neutral
1967,negative
1968,positive
1969,neutral
1970,negative
1971,positive
1972,neutral
1973,negative
1974,negative
1975,neutral
1976,positive
1977,positive
1978,positive
1979,positive
1980,neutral
1981,neutral
1982,neutral
1983,neutral
1984,positive
1985,positive
1986,neutral
1987,positive
1988,positive
1989,neutral
1990,neutral
1991,neutral
1992,positive
1993,neutral
1994,neutral
1995,positive
1996,neutral
1997,neutral
1998,neutral
1999,negative
2000,negative
2001,positive
2002,neutral
2003,negative
2004,negative
2005,neutral
2006,neutral
2007,neutral
2008,neutral
2009,positive
2010,neutral
2011,neutral
2012,neutral
2013,neutral
2014,neutral
2015,negative
2016,neutral
2017,negative
2018,positive
2019,neutral
2020,positive
2021,positive
2022,neutral
2023,neutral
2024,neutral
2025,positive
2026,neutral
2027,negative
2028,positive
2029,neutral
2030,neutral
2031,neutral
2032,neutral
2033,neutral
2034,negative
2035,negative
2036,neutral
2037,neutral
2038,neutral
2039,negative
2040,positive
2041,neutral
2042,neutral
2043,neutral
2044,neutral
2045,neutral
2046,neutral
2047,neutral
2048,neutral
2049,negative
2050,positive
2051,neutral
2052,neutral
2053,positive
2054,neutral
2055,neutral
2056,negative
2057,neutral
2058,neutral
2059,positive
2060,negative
2061,neutral
2062,positive
2063,neutral
2064,neutral
2065,neutral
2066,neutral
2067,neutral
2068,neutral
2069,positive
2070,neutral
2071,neutral
2072,neutral
2073,neutral
2074,positive
2075,positive
2076,positive
2077,neutral
2078,neutral
2079,neutral
2080,negative
2081,positive
2082,negative
2083,neutral
2084,positive
2085,neutral
2086,neutral
2087,positive
2088,neutral
2089,negative
2090,negative
2091,neutral
2092,positive
2093,positive
2094,neutral
2095,negative
2096,negative
2097,neutral
2098,negative
2099,neutral
2100,neutral
2101,neutral
2102,negative
2103,positive
2104,neutral
2105,neutral
2106,neutral
2107,neutral
2108,neutral
2109,neutral
2110,neutral
2111,neutral
2112,negative
2113,neutral
2114,negative
2115,neutral
2116,neutral
2117,positive
2118,neutral
2119,neutral
2120,neutral
2121,negative
2122,positive
2123,neutral
2124,neutral
2125,neutral
2126,neutral
2127,positive
2128,positive
2129,negative
2130,neutral
2131,positive
2132,negative
2133,positive
2134,negative
2135,positive
2136,neutral
2137,negative
2138,positive
2139,neutral
2140,negative
2141,neutral
2142,neutral
2143,negative
2144,neutral
2145,negative
2146,neutral
2147,positive
2148,neutral
2149,negative
2150,neutral
2151,neutral
2152,positive
2153,positive
2154,neutral
2155,neutral
2156,neutral
2157,neutral
2158,neutral
2159,neutral
2160,positive
2161,neutral
2162,neutral
2163,neutral
2164,neutral
2165,neutral
2166,positive
2167,neutral
2168,negative
2169,neutral
2170,neutral
2171,neutral
2172,neutral
2173,neutral
2174,positive
2175,negative
2176,positive
2177,neutral
2178,neutral
2179,neutral
2180,neutral
2181,positive
2182,neutral
2183,neutral
2184,positive
2185,negative
2186,neutral
2187,neutral
2188,neutral
2189,neutral
2190,positive
2191,neutral
2192,negative
2193,neutral
2194,negative
2195,negative
2196,neutral
2197,positive
2198,negative
2199,positive
2200,negative
2201,positive
2202,neutral
2203,neutral
2204,neutral
2205,neutral
2206,neutral
2207,neutral
2208,neutral
2209,negative
2210,negative
2211,neutral
2212,neutral
2213,neutral
2214,positive
2215,positive
2216,neutral
2217,neutral
2218,positive
2219,neutral
2220,neutral
2221,neutral
2222,neutral
2223,neutral
2224,neutral
2225,neutral
2226,neutral
2227,neutral
2228,neutral
2229,positive
2230,negative
2231,neutral
2232,neutral
2233,neutral
2234,negative
2235,positive
2236,neutral
2237,neutral
2238,neutral
2239,neutral
2240,positive
2241,neutral
2242,neutral
2243,negative
2244,neutral
2245,neutral
2246,neutral
2247,neutral
2248,negative
2249,neutral
2250,neutral
2251,positive
2252,neutral
2253,positive
2254,positive
2255,positive
2256,negative
2257,negative
2258,neutral
2259,negative
2260,neutral
2261,neutral
2262,positive
2263,neutral
2264,neutral
2265,neutral
2266,neutral
2267,positive
2268,negative
2269,negative
